ra,dec,z_spec,z_err,obj_class,survey,reference
243.09971809,54.7760887,0.222796,2.2e-05,,MMT/Hectospec,Cheng+2021
243.01780701,54.5839767,0.335508,2.2e-05,,MMT/Hectospec,Cheng+2021
243.16612244,54.3531113,0.210685,2.2e-05,,MMT/Hectospec,Cheng+2021
242.35110283,54.2731209,0.189521,2.2e-05,,MMT/Hectospec,Cheng+2021
242.33196259,54.7200394,0.237608,2.2e-05,,MMT/Hectospec,Cheng+2021
243.00724983,54.6723289,0.332259,2.3e-05,,MMT/Hectospec,Cheng+2021
243.09943199,54.5451241,0.262485,2.3e-05,,MMT/Hectospec,Cheng+2021
242.27877617,54.1961365,0.327172,2.3e-05,,MMT/Hectospec,Cheng+2021
242.18939781,54.1395683,0.337305,2.3e-05,,MMT/Hectospec,Cheng+2021
241.84570312,54.1814384,0.156065,2.3e-05,,MMT/Hectospec,Cheng+2021
241.78470612,54.3991966,0.236243,2.3e-05,,MMT/Hectospec,Cheng+2021
242.64739037,54.5156631,0.152674,2.3e-05,,MMT/Hectospec,Cheng+2021
243.33761215,54.463707,0.262667,2.3e-05,,MMT/Hectospec,Cheng+2021
242.77238846,54.3714523,0.328641,2.3e-05,,MMT/Hectospec,Cheng+2021
241.95960045,54.3778305,0.335558,2.3e-05,,MMT/Hectospec,Cheng+2021
242.0635128,54.3829575,0.265335,2.3e-05,,MMT/Hectospec,Cheng+2021
243.13857079,54.5080147,0.341352,2.3e-05,,MMT/Hectospec,Cheng+2021
242.77078629,54.1228676,0.306454,2.3e-05,,MMT/Hectospec,Cheng+2021
242.43481636,54.1637802,0.314823,2.3e-05,,MMT/Hectospec,Cheng+2021
242.40097046,54.523941,0.064203,2.3e-05,,MMT/Hectospec,Cheng+2021
242.98576355,54.1368713,0.268981,2.3e-05,,MMT/Hectospec,Cheng+2021
242.88147926,54.5900993,0.1266,2.3e-05,,MMT/Hectospec,Cheng+2021
242.15123177,54.3292084,0.259631,2.3e-05,,MMT/Hectospec,Cheng+2021
242.95975685,54.8100929,0.32411,2.4e-05,,MMT/Hectospec,Cheng+2021
242.38706589,54.1179161,0.326339,2.4e-05,,MMT/Hectospec,Cheng+2021
242.25831985,54.3452148,0.260185,2.4e-05,,MMT/Hectospec,Cheng+2021
242.33076096,54.1528358,0.262729,2.4e-05,,MMT/Hectospec,Cheng+2021
242.80220032,54.1484718,0.333464,2.4e-05,,MMT/Hectospec,Cheng+2021
242.90024757,53.9972763,0.336613,2.4e-05,,MMT/Hectospec,Cheng+2021
242.51807213,54.0612717,0.234559,2.4e-05,,MMT/Hectospec,Cheng+2021
242.32048988,54.3120651,0.126293,2.4e-05,,MMT/Hectospec,Cheng+2021
241.89582825,54.2393951,0.393873,2.4e-05,,MMT/Hectospec,Cheng+2021
242.24146843,54.4504356,0.173953,2.4e-05,,MMT/Hectospec,Cheng+2021
243.09928894,54.7290115,0.333035,2.4e-05,,MMT/Hectospec,Cheng+2021
243.01669121,54.6954308,0.211281,2.4e-05,,MMT/Hectospec,Cheng+2021
241.9888401,54.5785828,0.249637,2.4e-05,,MMT/Hectospec,Cheng+2021
242.80617714,54.1551781,0.335078,2.4e-05,,MMT/Hectospec,Cheng+2021
242.94410706,54.5707855,0.28692,2.4e-05,,MMT/Hectospec,Cheng+2021
242.87535667,54.2311478,0.333863,2.4e-05,,MMT/Hectospec,Cheng+2021
242.64066696,54.2933655,0.20855,2.4e-05,,MMT/Hectospec,Cheng+2021
241.86758995,54.3999138,0.446387,2.4e-05,,MMT/Hectospec,Cheng+2021
241.98783875,54.4420128,0.335114,2.4e-05,,MMT/Hectospec,Cheng+2021
242.24567413,54.3202744,0.26319,2.4e-05,,MMT/Hectospec,Cheng+2021
243.22360039,54.5022888,0.349754,2.4e-05,,MMT/Hectospec,Cheng+2021
241.93828583,54.1817055,0.137387,2.4e-05,,MMT/Hectospec,Cheng+2021
242.87072182,54.1663017,0.334232,2.4e-05,,MMT/Hectospec,Cheng+2021
242.05244064,54.4930191,0.390627,2.4e-05,,MMT/Hectospec,Cheng+2021
242.39673615,54.7112083,0.232328,2.4e-05,,MMT/Hectospec,Cheng+2021
242.34892845,54.1376305,0.326828,2.4e-05,,MMT/Hectospec,Cheng+2021
242.86734581,54.5555573,0.314305,2.5e-05,,MMT/Hectospec,Cheng+2021
242.93357849,54.8039703,0.386198,2.5e-05,,MMT/Hectospec,Cheng+2021
241.92738533,54.6761703,0.233834,2.5e-05,,MMT/Hectospec,Cheng+2021
242.36008644,54.207737,0.328781,2.5e-05,,MMT/Hectospec,Cheng+2021
242.78220177,54.6646881,0.314601,2.5e-05,,MMT/Hectospec,Cheng+2021
242.97801018,54.8139954,0.384922,2.5e-05,,MMT/Hectospec,Cheng+2021
243.00255775,54.2171555,0.327141,2.5e-05,,MMT/Hectospec,Cheng+2021
242.05481529,54.3890724,0.262423,2.5e-05,,MMT/Hectospec,Cheng+2021
242.86937714,54.2076378,0.16175,2.5e-05,,MMT/Hectospec,Cheng+2021
243.09534073,54.3271179,0.31409,2.5e-05,,MMT/Hectospec,Cheng+2021
242.74120331,54.5847282,0.126217,2.5e-05,,MMT/Hectospec,Cheng+2021
242.17377663,54.002758,0.233237,2.5e-05,,MMT/Hectospec,Cheng+2021
241.91056252,54.7508659,0.26778,2.5e-05,,MMT/Hectospec,Cheng+2021
242.51506805,54.8735161,0.335531,2.5e-05,,MMT/Hectospec,Cheng+2021
243.08489799,54.7287483,0.333296,2.5e-05,,MMT/Hectospec,Cheng+2021
242.22793579,54.229763,0.262123,2.5e-05,,MMT/Hectospec,Cheng+2021
242.2939682,54.2119675,0.422249,2.5e-05,,MMT/Hectospec,Cheng+2021
241.85709,54.299511,0.260565,2.5e-05,,MMT/Hectospec,Cheng+2021
242.08522797,54.4359093,0.26196,2.5e-05,,MMT/Hectospec,Cheng+2021
242.00626373,54.4974556,0.228107,2.5e-05,,MMT/Hectospec,Cheng+2021
242.75997162,54.8197823,0.287249,2.5e-05,,MMT/Hectospec,Cheng+2021
242.87612915,54.3849869,0.266463,2.5e-05,,MMT/Hectospec,Cheng+2021
241.94895744,54.1388054,0.431463,2.5e-05,,MMT/Hectospec,Cheng+2021
241.81305885,54.4117165,0.29405,2.5e-05,,MMT/Hectospec,Cheng+2021
242.75336266,54.7143135,0.227164,2.5e-05,,MMT/Hectospec,Cheng+2021
242.88728714,54.7777901,0.338631,2.6e-05,,MMT/Hectospec,Cheng+2021
242.40200043,54.1978722,0.26589,2.6e-05,,MMT/Hectospec,Cheng+2021
242.33058929,54.0136528,0.35039,2.6e-05,,MMT/Hectospec,Cheng+2021
242.30469704,54.804966,0.233211,2.6e-05,,MMT/Hectospec,Cheng+2021
242.4760437,54.8752708,0.330347,2.6e-05,,MMT/Hectospec,Cheng+2021
242.63420105,54.631546,0.224259,2.6e-05,,MMT/Hectospec,Cheng+2021
243.23186874,54.6455154,0.289575,2.6e-05,,MMT/Hectospec,Cheng+2021
243.17656517,54.2505455,0.368168,2.6e-05,,MMT/Hectospec,Cheng+2021
242.88674355,54.2654648,0.346702,2.6e-05,,MMT/Hectospec,Cheng+2021
242.40414619,54.2509422,0.264974,2.6e-05,,MMT/Hectospec,Cheng+2021
243.05614471,54.4912453,0.244664,2.6e-05,,MMT/Hectospec,Cheng+2021
243.02272797,54.4328384,0.336131,2.6e-05,,MMT/Hectospec,Cheng+2021
242.59088516,54.2100449,0.268226,2.6e-05,,MMT/Hectospec,Cheng+2021
241.83282852,54.2751999,0.444216,2.6e-05,,MMT/Hectospec,Cheng+2021
241.77915573,54.4286461,0.448004,2.6e-05,,MMT/Hectospec,Cheng+2021
241.86478615,54.4665184,0.263743,2.6e-05,,MMT/Hectospec,Cheng+2021
242.76117325,54.2254219,0.265604,2.6e-05,,MMT/Hectospec,Cheng+2021
243.26228142,54.3917198,0.318053,2.6e-05,,MMT/Hectospec,Cheng+2021
242.75954247,54.3987465,0.386307,2.6e-05,,MMT/Hectospec,Cheng+2021
243.00959587,54.1661606,0.341692,2.6e-05,,MMT/Hectospec,Cheng+2021
242.70152092,53.9735527,0.063302,2.6e-05,,MMT/Hectospec,Cheng+2021
242.08127975,54.7606506,0.125801,2.6e-05,,MMT/Hectospec,Cheng+2021
242.36560822,54.8244972,0.23275,2.6e-05,,MMT/Hectospec,Cheng+2021
242.54705429,54.0333786,0.265216,2.6e-05,,MMT/Hectospec,Cheng+2021
242.34412193,54.7630005,0.235982,2.6e-05,,MMT/Hectospec,Cheng+2021
242.95257568,54.3786736,0.26643,2.6e-05,,MMT/Hectospec,Cheng+2021
242.93306351,54.665966,0.335737,2.6e-05,,MMT/Hectospec,Cheng+2021
243.23859215,54.594429,0.328701,2.6e-05,,MMT/Hectospec,Cheng+2021
242.70744324,54.3579788,0.26893,2.6e-05,,MMT/Hectospec,Cheng+2021
243.04172516,54.1945305,0.229894,2.6e-05,,MMT/Hectospec,Cheng+2021
242.81988144,54.2253799,0.266205,2.6e-05,,MMT/Hectospec,Cheng+2021
242.12634087,54.0969162,0.211277,2.6e-05,,MMT/Hectospec,Cheng+2021
241.72831535,54.4862976,0.236427,2.6e-05,,MMT/Hectospec,Cheng+2021
242.65771866,54.3234673,0.32423,2.7e-05,,MMT/Hectospec,Cheng+2021
242.95655251,54.7186432,0.288161,2.7e-05,,MMT/Hectospec,Cheng+2021
243.18471909,54.7405968,0.335714,2.7e-05,,MMT/Hectospec,Cheng+2021
241.8347168,54.4424362,0.269184,2.7e-05,,MMT/Hectospec,Cheng+2021
242.36981392,54.7273102,0.265945,2.7e-05,,MMT/Hectospec,Cheng+2021
242.39908218,54.7565536,0.234351,2.7e-05,,MMT/Hectospec,Cheng+2021
242.85344124,54.8598824,0.26167,2.7e-05,,MMT/Hectospec,Cheng+2021
242.54299164,54.6826324,0.235481,2.7e-05,,MMT/Hectospec,Cheng+2021
243.10832977,54.8070374,0.327756,2.7e-05,,MMT/Hectospec,Cheng+2021
242.86231041,54.4943962,0.327608,2.7e-05,,MMT/Hectospec,Cheng+2021
241.95871353,54.3521538,0.339735,2.7e-05,,MMT/Hectospec,Cheng+2021
243.17625046,54.7434883,0.332531,2.7e-05,,MMT/Hectospec,Cheng+2021
242.43616104,54.2447281,0.390367,2.7e-05,,MMT/Hectospec,Cheng+2021
242.41241455,54.2687416,0.190291,2.7e-05,,MMT/Hectospec,Cheng+2021
241.98878288,54.091507,0.232287,2.7e-05,,MMT/Hectospec,Cheng+2021
242.62058258,54.5569916,0.234557,2.7e-05,,MMT/Hectospec,Cheng+2021
243.18054199,54.351017,0.313656,2.7e-05,,MMT/Hectospec,Cheng+2021
243.06352615,54.3562088,0.343307,2.7e-05,,MMT/Hectospec,Cheng+2021
242.45464325,54.3191643,0.18993,2.7e-05,,MMT/Hectospec,Cheng+2021
241.95316315,54.2151642,0.315233,2.7e-05,,MMT/Hectospec,Cheng+2021
241.95390701,54.2418938,0.393576,2.7e-05,,MMT/Hectospec,Cheng+2021
242.03149796,54.1415062,0.232665,2.7e-05,,MMT/Hectospec,Cheng+2021
242.09052086,54.6940155,0.38421,2.7e-05,,MMT/Hectospec,Cheng+2021
242.91169167,54.8650169,0.219205,2.7e-05,,MMT/Hectospec,Cheng+2021
243.29275131,54.4082642,0.316988,2.7e-05,,MMT/Hectospec,Cheng+2021
242.10817337,54.5953751,0.353503,2.7e-05,,MMT/Hectospec,Cheng+2021
242.49744415,54.3815651,0.233705,2.8e-05,,MMT/Hectospec,Cheng+2021
242.91529655,54.7428017,0.28733,2.8e-05,,MMT/Hectospec,Cheng+2021
243.24803352,54.4502029,0.127844,2.8e-05,,MMT/Hectospec,Cheng+2021
242.67402649,53.9777794,0.262645,2.8e-05,,MMT/Hectospec,Cheng+2021
242.17300415,54.0523605,0.327501,2.8e-05,,MMT/Hectospec,Cheng+2021
242.25605965,54.3151588,0.233488,2.8e-05,,MMT/Hectospec,Cheng+2021
242.90382385,54.2127838,0.337235,2.8e-05,,MMT/Hectospec,Cheng+2021
243.11282158,54.6125412,0.267825,2.8e-05,,MMT/Hectospec,Cheng+2021
243.21604729,54.3856583,0.317552,2.8e-05,,MMT/Hectospec,Cheng+2021
242.1773243,54.0966988,0.338195,2.8e-05,,MMT/Hectospec,Cheng+2021
242.75198936,54.355072,0.263423,2.8e-05,,MMT/Hectospec,Cheng+2021
241.92240715,54.4524078,0.390869,2.8e-05,,MMT/Hectospec,Cheng+2021
241.94314957,54.4271317,0.335638,2.8e-05,,MMT/Hectospec,Cheng+2021
241.7983532,54.5222664,0.264167,2.8e-05,,MMT/Hectospec,Cheng+2021
243.05296898,54.4883118,0.287207,2.8e-05,,MMT/Hectospec,Cheng+2021
242.99534798,54.0295753,0.231302,2.8e-05,,MMT/Hectospec,Cheng+2021
242.2743988,54.4918289,0.263426,2.8e-05,,MMT/Hectospec,Cheng+2021
243.26511383,54.2324371,0.061461,2.8e-05,,MMT/Hectospec,Cheng+2021
243.38327408,54.3704109,0.127793,2.8e-05,,MMT/Hectospec,Cheng+2021
243.29401016,54.3298302,0.231465,2.8e-05,,MMT/Hectospec,Cheng+2021
241.99155807,54.3895798,0.264051,2.8e-05,,MMT/Hectospec,Cheng+2021
242.81827927,54.3205338,0.31467,2.9e-05,,MMT/Hectospec,Cheng+2021
242.01333046,54.1027412,0.232734,2.9e-05,,MMT/Hectospec,Cheng+2021
242.04483032,54.3909874,0.262466,2.9e-05,,MMT/Hectospec,Cheng+2021
242.67931938,54.9041634,0.266521,2.9e-05,,MMT/Hectospec,Cheng+2021
241.92652702,54.2174072,0.261636,2.9e-05,,MMT/Hectospec,Cheng+2021
242.33920097,54.0822411,0.270161,2.9e-05,,MMT/Hectospec,Cheng+2021
242.11340904,54.6518135,0.385265,2.9e-05,,MMT/Hectospec,Cheng+2021
241.7952919,54.2534103,0.238315,2.9e-05,,MMT/Hectospec,Cheng+2021
242.23334312,54.6757431,0.235047,2.9e-05,,MMT/Hectospec,Cheng+2021
242.82840729,54.3160591,0.471404,2.9e-05,,MMT/Hectospec,Cheng+2021
242.88785934,54.2753487,0.33194,2.9e-05,,MMT/Hectospec,Cheng+2021
242.90053368,54.0750961,0.450515,2.9e-05,,MMT/Hectospec,Cheng+2021
242.76889801,54.7856293,0.286968,2.9e-05,,MMT/Hectospec,Cheng+2021
243.05445671,54.8353157,0.335831,2.9e-05,,MMT/Hectospec,Cheng+2021
242.96894073,54.2031174,0.328733,2.9e-05,,MMT/Hectospec,Cheng+2021
242.99062729,54.6131897,0.271592,3e-05,,MMT/Hectospec,Cheng+2021
242.88714409,54.6942978,0.267127,3e-05,,MMT/Hectospec,Cheng+2021
243.33148956,54.6060638,0.268768,3e-05,,MMT/Hectospec,Cheng+2021
243.34937096,54.5450401,0.264965,3e-05,,MMT/Hectospec,Cheng+2021
242.96095848,54.2290039,0.401194,3e-05,,MMT/Hectospec,Cheng+2021
242.93114662,54.2863922,0.255373,3e-05,,MMT/Hectospec,Cheng+2021
242.97552109,54.1597137,0.26277,3e-05,,MMT/Hectospec,Cheng+2021
242.39762306,54.0757751,0.457152,3e-05,,MMT/Hectospec,Cheng+2021
242.44617462,54.5445709,0.189891,3e-05,,MMT/Hectospec,Cheng+2021
242.27851868,54.336422,0.264766,3e-05,,MMT/Hectospec,Cheng+2021
242.7507019,54.7627831,0.55288,3e-05,,MMT/Hectospec,Cheng+2021
242.34952927,54.9091301,0.329845,3e-05,,MMT/Hectospec,Cheng+2021
242.45904922,54.7518425,0.234171,3e-05,,MMT/Hectospec,Cheng+2021
243.08718681,54.7118378,0.217442,3e-05,,MMT/Hectospec,Cheng+2021
243.16595078,54.4116211,0.329595,3e-05,,MMT/Hectospec,Cheng+2021
243.34599495,54.3362541,0.293342,3e-05,,MMT/Hectospec,Cheng+2021
242.98404694,54.2475395,0.338249,3e-05,,MMT/Hectospec,Cheng+2021
242.64352798,53.9826164,0.339741,3e-05,,MMT/Hectospec,Cheng+2021
242.34689713,54.2015305,0.324272,3e-05,,MMT/Hectospec,Cheng+2021
241.89213753,54.4194489,0.264373,3e-05,,MMT/Hectospec,Cheng+2021
242.43224144,54.558136,0.166602,3e-05,,MMT/Hectospec,Cheng+2021
242.83987999,54.0079727,0.337025,3e-05,,MMT/Hectospec,Cheng+2021
242.19829559,54.124855,0.308112,3e-05,,MMT/Hectospec,Cheng+2021
242.10863113,54.7913399,0.234592,3e-05,,MMT/Hectospec,Cheng+2021
242.91586876,54.8336029,0.266403,3e-05,,MMT/Hectospec,Cheng+2021
242.65525818,54.6817322,0.336593,3e-05,,MMT/Hectospec,Cheng+2021
243.10295105,54.6786308,0.210103,3e-05,,MMT/Hectospec,Cheng+2021
242.25419998,54.3806915,0.263742,3e-05,,MMT/Hectospec,Cheng+2021
242.83965111,54.2267494,0.328473,3e-05,,MMT/Hectospec,Cheng+2021
242.92448044,54.2504921,0.335553,3e-05,,MMT/Hectospec,Cheng+2021
242.48980522,53.9763298,0.335913,3e-05,,MMT/Hectospec,Cheng+2021
242.33633995,54.5871964,0.233335,3e-05,,MMT/Hectospec,Cheng+2021
242.07066536,54.6538086,0.270638,3e-05,,MMT/Hectospec,Cheng+2021
241.74528122,54.3298302,0.239001,3e-05,,MMT/Hectospec,Cheng+2021
242.82414436,54.3384628,0.351573,3.1e-05,,MMT/Hectospec,Cheng+2021
241.92071915,54.1258965,0.235457,3.1e-05,,MMT/Hectospec,Cheng+2021
242.00749397,54.1117744,0.233761,3.1e-05,,MMT/Hectospec,Cheng+2021
242.19406128,54.5983391,0.353398,3.1e-05,,MMT/Hectospec,Cheng+2021
242.6390934,54.7108498,0.335315,3.1e-05,,MMT/Hectospec,Cheng+2021
242.64633179,54.9066429,0.335244,3.1e-05,,MMT/Hectospec,Cheng+2021
242.49329567,54.4248047,0.273385,3.1e-05,,MMT/Hectospec,Cheng+2021
242.72632599,54.0105324,0.262643,3.1e-05,,MMT/Hectospec,Cheng+2021
242.50265121,54.3138924,0.338794,3.1e-05,,MMT/Hectospec,Cheng+2021
241.80599213,54.3420486,0.337837,3.1e-05,,MMT/Hectospec,Cheng+2021
242.00182915,54.1449051,0.231322,3.1e-05,,MMT/Hectospec,Cheng+2021
242.82686234,54.4490509,0.233823,3.1e-05,,MMT/Hectospec,Cheng+2021
242.00431824,54.2236557,0.315065,3.1e-05,,MMT/Hectospec,Cheng+2021
242.15372086,54.4079361,0.262139,3.1e-05,,MMT/Hectospec,Cheng+2021
242.20524788,54.4893913,0.262859,3.1e-05,,MMT/Hectospec,Cheng+2021
242.90968895,54.8842964,0.264709,3.1e-05,,MMT/Hectospec,Cheng+2021
242.39553452,54.3614082,0.423374,3.1e-05,,MMT/Hectospec,Cheng+2021
242.84980774,54.2016144,0.336298,3.1e-05,,MMT/Hectospec,Cheng+2021
243.06904793,54.693161,0.2907,3.1e-05,,MMT/Hectospec,Cheng+2021
242.99566269,54.6886826,0.333977,3.1e-05,,MMT/Hectospec,Cheng+2021
242.8399086,54.2917099,0.343608,3.1e-05,,MMT/Hectospec,Cheng+2021
242.34520912,54.0195351,0.265746,3.1e-05,,MMT/Hectospec,Cheng+2021
242.28638649,54.8255539,0.292072,3.1e-05,,MMT/Hectospec,Cheng+2021
242.5196743,54.9128838,0.266735,3.1e-05,,MMT/Hectospec,Cheng+2021
242.58321762,54.1462784,0.266817,3.1e-05,,MMT/Hectospec,Cheng+2021
242.54124641,54.033699,0.39318,3.1e-05,,MMT/Hectospec,Cheng+2021
241.7815876,54.5628815,0.227425,3.1e-05,,MMT/Hectospec,Cheng+2021
242.60298729,54.0066147,0.338909,3.2e-05,,MMT/Hectospec,Cheng+2021
242.92201996,54.7087364,0.392608,3.2e-05,,MMT/Hectospec,Cheng+2021
242.67402649,53.984333,0.339963,3.2e-05,,MMT/Hectospec,Cheng+2021
242.69102097,53.9718094,0.266642,3.2e-05,,MMT/Hectospec,Cheng+2021
242.17695236,54.0680237,0.32836,3.2e-05,,MMT/Hectospec,Cheng+2021
242.75467873,54.7362442,0.250283,3.2e-05,,MMT/Hectospec,Cheng+2021
242.22833633,54.297184,0.189972,3.2e-05,,MMT/Hectospec,Cheng+2021
242.51286507,54.7468109,0.337421,3.2e-05,,MMT/Hectospec,Cheng+2021
242.48182297,54.1888657,0.350384,3.2e-05,,MMT/Hectospec,Cheng+2021
241.96846962,54.2330132,0.391577,3.2e-05,,MMT/Hectospec,Cheng+2021
241.96749687,54.4750519,0.274919,3.2e-05,,MMT/Hectospec,Cheng+2021
241.90009117,54.7439651,0.268582,3.2e-05,,MMT/Hectospec,Cheng+2021
242.66043663,54.8708115,0.192585,3.2e-05,,MMT/Hectospec,Cheng+2021
243.18629265,54.7259178,0.332973,3.2e-05,,MMT/Hectospec,Cheng+2021
242.66916275,53.9965286,0.338671,3.2e-05,,MMT/Hectospec,Cheng+2021
242.22959518,54.3507462,0.263656,3.2e-05,,MMT/Hectospec,Cheng+2021
242.85690308,54.27491,0.331378,3.2e-05,,MMT/Hectospec,Cheng+2021
242.72286415,53.9813271,0.264224,3.2e-05,,MMT/Hectospec,Cheng+2021
242.03576088,54.170063,0.232529,3.2e-05,,MMT/Hectospec,Cheng+2021
242.03350067,54.3799515,0.327996,3.2e-05,,MMT/Hectospec,Cheng+2021
242.78637886,54.3975563,0.33483,3.2e-05,,MMT/Hectospec,Cheng+2021
242.94473648,54.2213745,0.33564,3.2e-05,,MMT/Hectospec,Cheng+2021
242.05181122,54.1730461,0.338484,3.2e-05,,MMT/Hectospec,Cheng+2021
242.05470085,54.3876991,0.261603,3.2e-05,,MMT/Hectospec,Cheng+2021
242.13546753,54.4754906,0.274306,3.2e-05,,MMT/Hectospec,Cheng+2021
242.84869194,54.8429565,0.286511,3.2e-05,,MMT/Hectospec,Cheng+2021
242.84162521,54.2130508,0.33574,3.2e-05,,MMT/Hectospec,Cheng+2021
242.80225754,54.1277733,0.26257,3.2e-05,,MMT/Hectospec,Cheng+2021
242.18407631,54.1883659,0.326058,3.2e-05,,MMT/Hectospec,Cheng+2021
242.63929367,54.866066,0.393684,3.2e-05,,MMT/Hectospec,Cheng+2021
243.04389954,54.7522278,0.28916,3.3e-05,,MMT/Hectospec,Cheng+2021
243.25847626,54.5219765,0.129093,3.3e-05,,MMT/Hectospec,Cheng+2021
243.24385643,54.3454132,0.338524,3.3e-05,,MMT/Hectospec,Cheng+2021
242.57208824,54.9248543,0.335123,3.3e-05,,MMT/Hectospec,Cheng+2021
243.04761887,54.7072258,0.266529,3.3e-05,,MMT/Hectospec,Cheng+2021
242.95277596,54.7171898,0.231702,3.3e-05,,MMT/Hectospec,Cheng+2021
243.31026077,54.2828026,0.337836,3.3e-05,,MMT/Hectospec,Cheng+2021
242.60461807,54.203949,0.266408,3.3e-05,,MMT/Hectospec,Cheng+2021
242.89086342,54.5973434,0.062072,3.3e-05,,MMT/Hectospec,Cheng+2021
241.8758297,54.2694054,0.215154,3.3e-05,,MMT/Hectospec,Cheng+2021
242.5851059,54.4212608,0.236967,3.3e-05,,MMT/Hectospec,Cheng+2021
243.3707428,54.4197807,0.333001,3.3e-05,,MMT/Hectospec,Cheng+2021
242.83987999,54.3358154,0.338806,3.3e-05,,MMT/Hectospec,Cheng+2021
242.98665047,54.5106163,0.336623,3.3e-05,,MMT/Hectospec,Cheng+2021
242.02703476,54.140358,0.233974,3.3e-05,,MMT/Hectospec,Cheng+2021
242.29290962,54.8170319,0.234643,3.3e-05,,MMT/Hectospec,Cheng+2021
243.20194244,54.3044281,0.313019,3.4e-05,,MMT/Hectospec,Cheng+2021
242.88891792,54.2605934,0.333207,3.4e-05,,MMT/Hectospec,Cheng+2021
242.53678322,54.2796745,0.32711,3.4e-05,,MMT/Hectospec,Cheng+2021
242.46700287,54.4203033,0.299142,3.4e-05,,MMT/Hectospec,Cheng+2021
242.04139709,54.4224701,0.38506,3.4e-05,,MMT/Hectospec,Cheng+2021
243.17831039,54.6248474,0.18834,3.4e-05,,MMT/Hectospec,Cheng+2021
242.85558701,54.7377434,0.267379,3.4e-05,,MMT/Hectospec,Cheng+2021
242.08960533,54.649292,0.35979,3.4e-05,,MMT/Hectospec,Cheng+2021
242.52905846,54.2097359,0.268035,3.4e-05,,MMT/Hectospec,Cheng+2021
241.95699692,54.3988075,0.234889,3.4e-05,,MMT/Hectospec,Cheng+2021
242.27811813,54.4511261,0.233772,3.4e-05,,MMT/Hectospec,Cheng+2021
242.34841347,54.8354187,0.4472,3.4e-05,,MMT/Hectospec,Cheng+2021
242.60870934,54.0527382,0.337095,3.4e-05,,MMT/Hectospec,Cheng+2021
242.87678719,54.7139282,0.231893,3.4e-05,,MMT/Hectospec,Cheng+2021
242.75496483,54.5604057,0.234924,3.4e-05,,MMT/Hectospec,Cheng+2021
243.0871582,54.1110802,0.341394,3.4e-05,,MMT/Hectospec,Cheng+2021
242.56393433,54.3308182,0.327976,3.4e-05,,MMT/Hectospec,Cheng+2021
241.83706284,54.1996651,0.233905,3.4e-05,,MMT/Hectospec,Cheng+2021
242.17251778,54.3602409,0.293674,3.4e-05,,MMT/Hectospec,Cheng+2021
242.99079895,54.239151,0.338117,3.4e-05,,MMT/Hectospec,Cheng+2021
243.18426132,54.4437065,0.313055,3.4e-05,,MMT/Hectospec,Cheng+2021
241.75546646,54.4970703,0.236407,3.4e-05,,MMT/Hectospec,Cheng+2021
241.87328339,54.6939125,0.390237,3.4e-05,,MMT/Hectospec,Cheng+2021
241.8956852,54.7402763,0.268705,3.4e-05,,MMT/Hectospec,Cheng+2021
242.68578529,54.5152779,0.386208,3.5e-05,,MMT/Hectospec,Cheng+2021
242.89815903,54.0703468,0.337558,3.5e-05,,MMT/Hectospec,Cheng+2021
243.14469337,54.2819061,0.338812,3.5e-05,,MMT/Hectospec,Cheng+2021
242.09215164,54.209568,0.102958,3.5e-05,,MMT/Hectospec,Cheng+2021
242.50368118,54.9034424,0.335506,3.5e-05,,MMT/Hectospec,Cheng+2021
241.86561584,54.3122749,0.236429,3.5e-05,,MMT/Hectospec,Cheng+2021
243.36968422,54.3621712,0.45556,3.5e-05,,MMT/Hectospec,Cheng+2021
243.0692482,54.2773438,0.199751,3.5e-05,,MMT/Hectospec,Cheng+2021
242.79753685,54.4118652,0.387251,3.5e-05,,MMT/Hectospec,Cheng+2021
242.7526474,53.9684792,0.339902,3.5e-05,,MMT/Hectospec,Cheng+2021
241.85528755,54.3799896,0.298955,3.5e-05,,MMT/Hectospec,Cheng+2021
242.54207611,54.026001,0.337196,3.5e-05,,MMT/Hectospec,Cheng+2021
242.63734818,54.3605423,0.340084,3.5e-05,,MMT/Hectospec,Cheng+2021
242.76334763,54.2459984,0.401145,3.5e-05,,MMT/Hectospec,Cheng+2021
242.66756058,54.1415062,0.338265,3.5e-05,,MMT/Hectospec,Cheng+2021
242.39796638,54.8771362,0.336094,3.5e-05,,MMT/Hectospec,Cheng+2021
242.55792618,54.1097984,0.336052,3.5e-05,,MMT/Hectospec,Cheng+2021
242.59918213,54.1910248,0.352047,3.5e-05,,MMT/Hectospec,Cheng+2021
241.98223114,54.7973404,0.202684,3.5e-05,,MMT/Hectospec,Cheng+2021
242.56868362,54.0505371,0.264146,3.5e-05,,MMT/Hectospec,Cheng+2021
241.85005188,54.470993,0.241464,3.5e-05,,MMT/Hectospec,Cheng+2021
242.0254612,54.6692009,0.234979,3.5e-05,,MMT/Hectospec,Cheng+2021
243.02209854,54.4043541,0.266208,3.6e-05,,MMT/Hectospec,Cheng+2021
243.06075096,54.2184601,0.328787,3.6e-05,,MMT/Hectospec,Cheng+2021
242.73299217,53.9785423,0.264424,3.6e-05,,MMT/Hectospec,Cheng+2021
242.43867874,54.0164032,0.33403,3.6e-05,,MMT/Hectospec,Cheng+2021
241.93917274,54.6922035,0.470183,3.6e-05,,MMT/Hectospec,Cheng+2021
